id,title,filtered_words_str,label
R129,New Report on Election,"black,involve,serious,action.,listen,father,choice,investment,upon,couple.,experts,discuss,ongoing,developments,election.",REAL
R227,New Report on Climate Change,"rule,writer,know,happy,baby,exactly,present,suffer.,environmental,son,five,option,friend.,compare,nature,respond,name,position.,experts,discuss,ongoing,developments,climate,change.",REAL
F231,Aliens Confirmed by Sources,"turn,girl,respond,suggest,sing,idea,charge.,positive,try,possible,shoulder,customer.,owner,positive,allow,example,remain,time,single.,—,shocking,claims,aliens,surface,internet.",FAKE
R066,New Report on Policy,"movie,talk,seek,power.,experts,discuss,ongoing,developments,policy.",REAL
F095,Mind Control Confirmed by Sources,"mean,american,material,born.,listen,continue,sit.,—,shocking,claims,mind,control,surface,internet.",FAKE
R174,New Report on Policy,"dream,program,west,half.,risk,mind,bill,without,admit.,experts,discuss,ongoing,developments,policy.",REAL
R201,New Report on Public Health,"brother,according,shoulder,military,form.,sing,reach,call,quality,remain.,experts,discuss,ongoing,developments,public,health.",REAL
R072,New Report on Education,"sister,senior,president,concern,billion,cell,modern.,experts,discuss,ongoing,developments,education.",REAL
R064,New Report on Research,"week,style,ten,start.,activity,culture,fear,there.,experts,discuss,ongoing,developments,research.",REAL
F037,Miracle Drug Confirmed by Sources,"single,degree,point,economic,never.,activity,war,food,oil.,arrive,word,recent,break,create.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R170,New Report on Technology Breakthrough,"maybe,heart,type,family.,several,color,ten,goal,people,visit,environmental.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F110,Celebrity Scandal Confirmed by Sources,"democratic,prepare,art,add,price,though.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F048,Secret Cure Confirmed by Sources,"trouble,test,build,knowledge,main,west,full.,direction,without,fine.,company,consumer,upon,people,any.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F082,Hoax Confirmed by Sources,"heart,return,picture,wall.,heart,inside,report.,degree,raise,student,travel,test,term,southern,stage.,—,shocking,claims,hoax,surface,internet.",FAKE
F187,Miracle Drug Confirmed by Sources,"community,west,tv,space.,rich,alone,rule,seek,box,example,expect,in.,enjoy,particular,officer,live,fast,matter.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
F027,Miracle Drug Confirmed by Sources,"tax,seem,whether,admit.,man,family,group,buy,always.,draw,scene,trouble,today,tax.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
F202,Hoax Confirmed by Sources,"yeah,open,method,information,seem,message,positive.,deal,wrong,source,seem.,six,identify,admit,law.,—,shocking,claims,hoax,surface,internet.",FAKE
F197,Secret Cure Confirmed by Sources,"win,wide,kind,improve,leader.,score,cultural,term,country,respond,like.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R128,New Report on Climate Change,"movie,throw,owner,cover,explain,career,matter.,try,woman,player,pm,other.,also,dark.,experts,discuss,ongoing,developments,climate,change.",REAL
F157,Government Cover-Up Confirmed by Sources,"young,find,employee,act.,red,effort,kind,agency,statement,six.,decision,candidate,produce,create,place,likely.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
F117,Hoax Confirmed by Sources,"everyone,operation,avoid,certain.,determine,hard,care,not.,—,shocking,claims,hoax,surface,internet.",FAKE
F173,Secret Cure Confirmed by Sources,"simple,note,mother,meet,score.,movement,agency,job,it.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F024,Aliens Confirmed by Sources,"subject,medical,learn,candidate,station,station.,serve,lose,add,answer,wall,child,experience.,national,gun,pretty.,—,shocking,claims,aliens,surface,internet.",FAKE
F096,Celebrity Scandal Confirmed by Sources,"hundred,design,order,bad.,foreign,win,dog.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R247,New Report on Public Health,"cut,main,hit,nothing,concern.,environment,involve,book,language,important,behavior,news.,experts,discuss,ongoing,developments,public,health.",REAL
F226,Government Cover-Up Confirmed by Sources,"prepare,arm,magazine,son.,accept,bit.,responsibility,program,opportunity,dream,among.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
F100,Flat Earth Confirmed by Sources,"trade,war,figure,character,maintain.,director,thought,discover,charge,early.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F246,Government Cover-Up Confirmed by Sources,"control,fast,everybody.,measure,drive,seem,film.,section,argue,table,blue,hundred,coach,nice.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
F183,Aliens Confirmed by Sources,"leader,investment,memory,thank.,—,shocking,claims,aliens,surface,internet.",FAKE
R063,New Report on Policy,"hospital,serve,since.,story,last,stock,husband.,experts,discuss,ongoing,developments,policy.",REAL
R005,New Report on Election,"every,option,expect.,media,activity,feel,challenge,little,actually.,hot,mention,outside,focus,school,tax,often.,experts,discuss,ongoing,developments,election.",REAL
R084,New Report on Election,"sign,occur,professor,black,edge.,beyond,rate,system,important,past,difficult,garden,edge.,experts,discuss,ongoing,developments,election.",REAL
R124,New Report on Education,"step,training,serve,expect,thousand,mission.,various,ready,trial,air.,baby,remain,add,case,approach.,experts,discuss,ongoing,developments,education.",REAL
R118,New Report on Research,"country,hair,something,investment.,college,land,realize,four,information,best.,evening,work,ground.,experts,discuss,ongoing,developments,research.",REAL
F001,Aliens Confirmed by Sources,"issue,international,reflect,material,individual,share.,—,shocking,claims,aliens,surface,internet.",FAKE
F007,Immortal Jellyfish Confirmed by Sources,"break,meeting,culture,green,material,tv,inside.,century,describe,recently.,two,conference,could.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F046,Mind Control Confirmed by Sources,"phone,improve,language.,safe,last,whose.,—,shocking,claims,mind,control,surface,internet.",FAKE
R103,New Report on Research,"five,admit,discussion,first,character.,design,able,from.,use,memory,remember,day,wall.,economic,suggest,crime,feel,say,major,stage,heavy.,experts,discuss,ongoing,developments,research.",REAL
R037,New Report on Budget Report,"enjoy,rich,rate,page,believe.,entire,star,can.,relate,home,rather,parent.,experts,discuss,ongoing,developments,budget,report.",REAL
F193,Secret Cure Confirmed by Sources,"throw,decade,hospital.,happy,woman,room.,growth,pretty,college,network,radio,left,road,coach.,foreign,forget,might,response,may.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R166,New Report on Election,"property,subject,call,recent.,experts,discuss,ongoing,developments,election.",REAL
F017,Immortal Jellyfish Confirmed by Sources,"future,simply,fund,opportunity,trip,image,stock,need.,position,seven,us,well,story.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R008,New Report on Economic Growth,"answer,receive,news,bank,color,easy,page.,strong,dog,board.,book,recent,wonder,where.,experts,discuss,ongoing,developments,economic,growth.",REAL
F071,Celebrity Scandal Confirmed by Sources,"others,suffer,republican,operation.,agreement,provide,hair,first,however.,science,available,alone,continue,difficult,kind.,group,see,strategy,begin.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F028,Mind Control Confirmed by Sources,"else,talk.,fall,expert,sign,find,defense,similar,fly.,—,shocking,claims,mind,control,surface,internet.",FAKE
F227,Immortal Jellyfish Confirmed by Sources,"begin,language,fight,air.,difficult,interest,raise,site,investment,wife.,popular,game,ground,life.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R200,New Report on Public Health,"skill,live,impact,than.,different,several,more.,experts,discuss,ongoing,developments,public,health.",REAL
R225,New Report on Climate Change,"describe,poor,ask,family,yes,official,message.,experts,discuss,ongoing,developments,climate,change.",REAL
R062,New Report on Budget Report,"bring,attorney,collection,conference,degree,way.,start,receive,save,member,perhaps,star.,usually,hour,section,leg,grow.,experts,discuss,ongoing,developments,budget,report.",REAL
F033,Hoax Confirmed by Sources,"group,eye,account,conference,appear,drive.,turn,network,member,suggest,concern,second.,—,shocking,claims,hoax,surface,internet.",FAKE
F012,Hoax Confirmed by Sources,"trial,sign,past,could.,partner,help,central,hot,ground,approach,share,wind.,realize,ahead,recognize,several,according,very.,—,shocking,claims,hoax,surface,internet.",FAKE
R121,New Report on Research,"mission,fly,whether.,director,around,travel.,glass,message,throw.,perhaps,clear,rock,notice.,experts,discuss,ongoing,developments,research.",REAL
F210,Aliens Confirmed by Sources,"arm,question,agreement,imagine,sea,just.,student,picture,use,fast,stuff.,sure,fight,gun,window,pattern,discuss.,—,shocking,claims,aliens,surface,internet.",FAKE
F151,Hoax Confirmed by Sources,"character,stuff,save,player.,draw,look,sometimes.,around,admit,improve.,energy,treat,single,win,indicate.,—,shocking,claims,hoax,surface,internet.",FAKE
F099,Secret Cure Confirmed by Sources,"partner,several,management,big,significant.,watch,police,open,dark,cell,myself.,organization,someone,rest,stock,challenge,catch,student.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R090,New Report on Technology Breakthrough,"job,east,time,model,speech,project.,improve,yet,assume,present.,force,debate,owner,two,teach,president.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R125,New Report on Budget Report,"fast,trade,author.,several,deal,especially,west,establish,huge.,experts,discuss,ongoing,developments,budget,report.",REAL
